NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailablity
Embedded analytics for voice channel,Embedded analytics for voice channel,<h2>Business Value</h2> <p>Traditional dashboards have limited interactive capabilities and provide a narrow view into the overall organization. With historical data embedded analytics for voice channel empowers service managers with the ability to identify problem areas and opportunities for improvement and provides rich slice-and-dice capabilities powered by Power BI.Feature details</p><h2>Feature details</h2> <p>Customer service managers or supervisors are responsible for managing the agents who work to resolve customer queries every day through the phone channel. With this release the embedded analytics provide trends over a period of time to help service managers understand how agents and queues are performing so they can take corrective measures provide appropriate guidance to agents and improve the customer support experience. Key insights cards provide an at-a-glance view into notable trends on core metrics and topics that are important for a supervisor to investigate further in the comprehensive reports. Agent-focused views display core metrics to help better understand the primary areas an agent worked in and identify opportunities for coaching.With these views supervisors can:Monitor operational metricssuch as inbound calls calls handled abandon rates average talk times and average speed to answer callsacross channels queues agents and topics.Monitor support quality through sentiment analysis across channels queues agents and topics.Geographic areasThis feature will be released into the following Microsoft Azure geographic areas:United StatesCanada</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/embedded-analytics-voice-channel,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/embedded-analytics-voice-channel,,,-,Nov 2021
Intelligent voice bot via Power Virtual Agents and Microsoft Bot Framework,Intelligent voice bot via Power Virtual Agents and Microsoft Bot Framework,<h2>Business Value</h2> <p>With speech-enabled Power Virtual Agents businesses can empower their business users to build and update intelligent voice bots that use built-in natural language processing capabilities to engage conversationally with customers and provide personalized self-service. Bots can be built once and deployed across messaging and voice channels for maximum efficiency and consistency. For more advanced scenarios businesses can integrate bots built with the Microsoft Bot Framework to work on the voice channel.Feature details</p><h2>Feature details</h2> <p>With this feature businesses have a familiar bot authoring experience for all the customer service bots across messaging and voice. Customers can enjoy flexible free-form service experiences instead of inflexible menu trees. Bots can easily hand off the call to human agents with the conversation history and context gathered by them. This allows Omnichannel for Customer Service to route the customer from the bot to the best available live agent to provide a seamless and contextual handoff.The key highlights of this feature include:Enable Power Virtual Agents and Microsoft Bot Framework bots to provide intelligent voice bots on the voice channel.Support for built-in dual-tone multifrequency as a secondary means to interact with the bot.Transfer calls to human agents with full transcript and context.Use bots for post-call surveys.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/intelligent-voice-bot-via-power-virtual-agents-bot-framework,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/intelligent-voice-bot-via-power-virtual-agents-bot-framework,,,-,Nov 2021
Modern administration experience for Omnichannel voice (number management),Modern administration experience for Omnichannel voice (number management),<h2>Business Value</h2> <p>Typically customer service organizations must manually integrate standalone telephony and customer relationship management (CRM) solutions which results in fragmented experiences and error-prone data integration. Administrators need to manage resources and phone numbers in the telephony providers app and manually bring over this information to the CRM solution. Very often this setup process requires collaboration between business and IT administrators adding delay to an already lengthy process.With the availability of Azure Communication Services Omnichannel for Customer Service now offers native voice channel. This all-in-one solution empowers business administrators to independently deploy a telephony resource and acquire phone numbers in a few steps offering a fast and consistent experience.Feature details</p><h2>Feature details</h2> <p>Until now administrators created resources and managed phone numbers in a separate telephony application and then manually deployed the numbers in the CRM solution. The long fragmented process is inconsistent and requires continuous maintenance to keep both applications in sync.With the native voice channel business administrators can deploy the telephony resource and acquire phone numbers without leaving the Omnichannel admin center app.The key highlights of this feature include:Telephony resource deployment using connection string or sign-in to the Azure account.Acquisition of phone numbers of various types and plans.Release of phone numbers.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/modern-administration-experience-omnichannel-voice-number-management,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/modern-administration-experience-omnichannel-voice-number-management,,,-,Nov 2021
Modern administration for Omnichannel SMS via Communication Services (number management),Modern administration for Omnichannel SMS via Communication Services (number management),<h2>Business Value</h2> <p>Typically customer service organizations must manually integrate standalone telephony and customer relationship management (CRM) solutions resulting in fragmented experiences and error-prone manual data integration. Administrators need to manage resources and phone numbers in the telephony providers app and manually bring over this information to the CRM solution. Very often this setup process requires collaboration between business and IT administrators adding more delay to an already lengthy process.With the availability of Azure Communication Services Omnichannel for Customer Service now offers native new SMS channel. This all-in-one solution empowers business administrators to independently deploy SMS numbers and their acquisition in a few steps offering a fast and consistent experience.Feature details</p><h2>Feature details</h2> <p>Until now administrators created resources and managed phone numbers for SMS in a separate application and then manually deployed the numbers in the CRM solution. The long fragmented process is inconsistent and requires continuous maintenance to keep both applications in sync.With the native SMS channel business administrators can deploy the telephony resource and acquire phone numbers without leaving the Omnichannel admin center app.The key highlights of this feature include:Telephony resource deployment using connection string or sign-in to the Azure account.Acquisition and management of phone numbers for use as an SMS source</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/modern-administration-omnichannel-sms-via-communication-services-number-management,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/modern-administration-omnichannel-sms-via-communication-services-number-management,,,-,Nov 2021
Supervisor monitoring and barge,Supervisor monitoring and barge,<h2>Business Value</h2> <p>Service managers are responsible for the overall quality of customer service and they often need to observe customer service representatives who are on the phone with customers. Omnichannel for Customer Service allows supervisors to listen in on phone conversations and join a conversation if needed. This helps supervisors increase the likelihood of resolving customer issues enforce proper business practices and identify training opportunities.Feature details</p><h2>Feature details</h2> <p>Supervisors can now use the intraday insights dashboard to monitor phone calls along with other messaging channels. While monitoring phone calls they can review the live transcript of the calls and also choose to join in on the call anonymously as a hidden participant to ensure that the agents are offering the best service possible.In this feature the supervisor can:Monitor ongoing phone calls in their queues.Review the live transcript of the call as it is in progress.Listen in on the call.Announce and join the call to help the agents out with the customers issue in real time.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/supervisor-monitoring-barge,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/supervisor-monitoring-barge,,,-,Nov 2021
Topic clustering for voice,Topic clustering for voice,<h2>Business Value</h2> <p>Topics are automatically generated using AI to organize similar issues into groups. By aggregating metrics from issues grouped into the same topic organizations get a full view of KPIs and metric impact for each topic. For example organizations can view the average handle time sentiment and customer satisfaction score (CSAT) for a specific topic and whether the topic is a key driver for any of those metrics.Feature details</p><h2>Feature details</h2> <p>Topics represent semantically similar support issues and help organizations to better identify and respond to issues that their customers face. Supervisors can correlate these topics along with core historical analytics to quickly see common issues by volume CSAT impact and new cases and identify the areas in which they need to invest their time.In this release topics will be generated for the voice channel from the transcripts. This capability will help organizations better understand the issues that their customers face and the impact on core business metrics across the spectrum of engagement.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/topic-clustering-voice,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/topic-clustering-voice,,,-,Nov 2021
Voice channel powered by Azure Communication Services,Voice channel powered by Azure Communication Services,<h2>Business Value</h2> <p>The new voice channel for Customer Service enables an all-in-one customer service solution without fragmentation or requirement of manual data integration. Our solution provides a single view of the customer that empowers agents to provide personalized service across all channels and true omnichannel analytics and insights for agents and supervisors alike. Providing organizations with a choice of telephony delivered directly by Microsoft enables quick and easy deployment of a voice channel for their business.Feature details</p><h2>Feature details</h2> <p>We are announcing the expansion of Microsoft Dynamics 365 Customer Service omnichannel capabilities to include a new voice channel built on Microsoft Azure Communication Services. The addition of this channel gives businesses the scale and reliability of the calling platform that powers Microsoft Teams worldwide today. With native voice businesses receive seamless end-to-end omnichannel experiences within a single solution ensuring consistent personalized and connected support across all channels of engagement. This end-to-end solution unifies all points of customer interaction data enabling businesses to simplify and streamline their processes gain instant insights into trends and deliver faster resolution from AI-driven assistance  all while ensuring your data remains secure and compliant backed by the trusted Microsoft cloud.Typically customer service organizations must manually integrate standalone telephony and customer relationship management (CRM) solutions which result in fragmented experiences for agents and customers across engagement channels. Ultimately these stitched-together solutions from multiple providers are not only complex to roll out and maintain but create data silos with disconnected insights of customer interactions and agent performance across channels. The addition of the voice channel enables Customer Service to offer businesses a solution that minimizes failure points caused by custom-built complex integrations and maximizes the ability to create better customer and agent experiences. This single holistic solution also makes it easier to scale to meet changing business needs.This feature enables organizations to adopt Azure Communication Services as a voice provider natively in Omnichannel for Customer Service and facilitates the following features:Phone number procurement and managementAbility to handle and distribute incoming callsAbility to make outbound callsAbility to manage SMS (inbound and outbound)Deep integration of voice into core Omnichannel for Customer Service functionalityReal-time sentiment analysisReal-time transcriptionReal-time translationReal-time smart assist suggestionsOperations management through supervisor dashboardsAbility to record and manage phone calls</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/voice-channel-powered-azure-communication-services,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/voice-channel-powered-azure-communication-services,,,-,Nov 2021
Timeline,Timeline,Timeline,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/planned-features,,,,,null,null
Bring your own data to timeline,Bring your own data to timeline,<h2>Business Value</h2> <p>The timeline control provides an easy and immersive experience to view a customers history across cases accounts or contacts. Understanding the customers interaction history helps agents deliver more personalized service in an efficient and effective manner. Currently the timeline shows only data that is stored within the customer's instance which creates gaps in the interaction history that is visible to agents. This feature addresses this issue by allowing customers to bring data from outside their instance for view within the timeline.Feature details</p><h2>Feature details</h2> <p>A new virtual data model provides makers with the ability to develop solutions that allow them to bring data that is not stored in Dataverse and display it on the timeline. The data contract provides full support for the current record card layout and filters allowing for a seamless user experience irrespective of the source of the data.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/bring-own-data-timeline,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/bring-own-data-timeline,,,-,Oct 2021
Unified routing,Unified routing,Unified routing,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/planned-features,,,,,null,null
Improved historical analytics for unified routing scenarios,Improved historical analytics for unified routing scenarios,<h2>Business Value</h2> <p>While diagnostics provides information on a particular work item historical analytics help organizations identify trends of cases conversations and other work items throughout their organization.Feature details</p><h2>Feature details</h2> <p>Administrators use unified routing and routing rules across the classification and assignment stages to help ensure the work item is assigned to the best suited agent. Embedded historical analytics provides an overview of routing performance of each channel to help optimize the routing strategy and improve the routing and workforce efficiency. Providing organizations a view of the effectiveness of configurations allows them to improve routing configurations to help increase their customer satisfaction and agent satisfaction scores.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/improved-historical-analytics-unified-routing-scenarios,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/improved-historical-analytics-unified-routing-scenarios,,,-,Oct 2021
Routing diagnostics for supervisors,Routing diagnostics for supervisors,<h2>Business Value</h2> <p>Logic in routing and assignment can be complex and organizations want insight into what has occurred at each of the decision points. Especially when certain work items take longer time to be assigned or are incorrectly assigned understanding what rules were evaluated to what result is critical to ensure the system is running as expected.Feature details</p><h2>Feature details</h2> <p>Routing diagnostics helps an organization to better understand the path a work item takes after it comes into the routing system through all the classification and assignment rules to ultimately land in a queue or be assigned to an agent. Current routing diagnostics are available for administrators and are more focused on the workstream and queue routing. In this release routing diagnostics are being introduced to supervisor experiences and the quality of the diagnostics is being improved.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/routing-diagnostics-supervisors,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-customer-service/routing-diagnostics-supervisors,,,-,Oct 2021
Dynamics 365 Field Service,Dynamics 365 Field Service,Dynamics 365 Field Service,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/,,,,,null,null
Empower frontline workers,Empower frontline workers,Empower frontline workers,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/planned-features,,,,,null,null
Functional location and asset tree improvements,Functional location and asset tree improvements,<h2>Business Value</h2> <p>Asset managers and frontline workers need to understand the complete hierarchy of locations and complex hierarchical assets to provide world class service. These enhancements to the assets and locations tree control make this information easier to search and visualize.Feature details</p><h2>Feature details</h2> <p>The following enhancements make it quicker and easier to find locations and assets to help when visualizing or creating customer location and asset structures.If you initially searched for locations but not assets check the &quot;show assets&quot; box to immediately retrigger the search and show the matched assets.When searching for assets or locations you can now see how many records match the search.You can expand and collapse multiple nodes of the tree at once with the global expand and collapse buttons.Matched search results are now highlighted even more clearly to help users see the matches.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/functional-location-asset-tree-improvements,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/functional-location-asset-tree-improvements,,,-,Oct 2021
Collaborate throughout the work order lifecycle with embedded Microsoft Teams,Collaborate throughout the work order lifecycle with embedded Microsoft Teams,<h2>Business Value</h2> <p>Field service organizations are geographically dispersed between dispatch centers customer service centers and customer locations. However collaboration is critical to ensure an optimal outcome for customers. The work order process requires collaboration between customer service agents dispatchers asset managers account representatives and multiple frontline workers. For example dispatchers constantly communicate with frontline workers to understand whether they are running on time with their current job so they can adjust the schedule accordingly. Collaboration has traditionally been a source of pain. At best when organizations have a collaboration application people need to leave their workspace and open a separate application to communicate with their colleagues wasting valuable time that could be better spent helping customers. These conversations are not linked to the work order which means that as new stakeholders are brought in they are missing critical context about the work order.In other cases organizations do not provide a collaboration application which means people use their own private tools such as SMS and other chat applications. This exposes organizations to security risks and further disconnects conversations from the rest of the team.By embedding Microsoft Teams within the work order experience you can easily collaborate with your entire organization. And when enabled even external contacts such as customers and third-party subcontractors always keep the correct information in the work order context.Feature details</p><h2>Feature details</h2> <p>With embedded Microsoft Teams collaboration into Field Service any user involved in the work order process can collaborate using Teams functionality while seeing all the critical contextual conversations to ensure an optimal outcome.Teams integration includes the following capabilities:Chat with colleagues from within the work order form even if the conversation is not related to the work order saving you from switching to the Microsoft Teams app whenever you need to chat. View your existing chats or initiate a new chat.Initiate a new chat with one or many colleagues and optionally link the chat to the work order. When you initiate a new linked chat you're creating a brand new chat which means any previous conversations you had with the chat participants will not be brought into the new discussion keeping the context of the chat all about the work order.If a chat is linked to a case and the case is then converted into a work order that chat will automatically link to the work order for seamless cross-departmental collaboration.Associate conversations to the work order making it easy for your team members to see a clear picture of the status and history of the work order right in the context of their workspace. As new people engage to help complete the work order - such as a new frontline worker to help fix a problem - they can easily join the conversation and help deliver exceptional service.This integration will allow web users to seamlessly launch the full Microsoft Teams app from the chat pane and frontline workers using the Field Service (Dynamics 365) mobile app to collaborate through the Microsoft Teams mobile app.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/collaborate-throughout-work-order-lifecycle-embedded-teams,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/collaborate-throughout-work-order-lifecycle-embedded-teams,,,-,Jan 2022
Engage end-customers,Engage end-customers,Engage end-customers,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/planned-features,,,,,null,null
Engage your customers with the new customer experiences homepage,Engage your customers with the new customer experiences homepage,<h2>Business Value</h2> <p>Making your customers feel empowered is a key aspect of building trust and long-lasting relationships with them. Doing so while reducing your support costs is even more critical for the success of the service organization.The new customer experience homepage is the online destination for your customers to engage with you and manage their service. Instead of calling into a support center for common tasks such as scheduling a service visit or tracking the status of a technician for an ongoing booking your customers can self-serve through this homepage. It gives your customers freedom to check on and manage their service at their own convenience while lowering your organizations back-office costs by reducing call volume.Feature details</p><h2>Feature details</h2> <p>The customer experience homepage serves as the entry point for your customers to view their service history and manage their service visits.Only users who are invited to the experience by service organizations can access it after registering on the portal. This secure authenticated experience protects your customers data. The homepage will provide your customers a starting point to leverage different engagement experiences. Customers will be able to see a list of their upcoming bookings. For current bookings they will be able to use the track my technician functionality to locate their technicians. They will also be able to use a self-scheduling feature to create future bookings or reschedule them.The homepage has a responsive interface built on Power Apps portals and is accessible from any device. Users can theme and brand the experience to match their own companys styles giving a consistent look and feel across your various web properties.NoteThis feature is available in Unified Interface only.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/engage-customers-new-customer-experiences-homepage,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/engage-customers-new-customer-experiences-homepage,,,-,Oct 2021
Enable customers to schedule service visits with a simple web experience,Enable customers to schedule service visits with a simple web experience,<h2>Business Value</h2> <p>A significant portion of a support agents time is spent talking with customers and taking their preferences into account to schedule or reschedule a service visit. By adopting the customer self-scheduling feature you will empower your customers to schedule service visits at their convenience directly from their devices. This will improve their experience by providing them with flexibility reducing scheduling errors and unwanted rescheduling. It will also reduce your organization's back-office costs by reducing support call volume associated with scheduling and freeing up those resources to focus on other value-driving activities.Feature details</p><h2>Feature details</h2> <p>With self-scheduling you empower your customers to schedule service visits based on their preferences without having to speak with a customer service agent.The self-scheduling feature is based on the Power Apps portals providing a responsive customer-focused interface that can be accessed from any device. The feature follows a similar template-based deployment pattern to that of the track my technician feature&quot; previously released in 2021 wave 1. Your customers can access self-scheduling from the customer experiences homepage. You can theme and brand the experience to match your own company styles giving a consistent look and feel across your own web properties.Your customers will gain access via direct invitations which can be automatically sent to new or existing customers. When customers are scheduling they will be offered available time slots based on real-time resource availability location and skills. Suitable resources are automatically assigned to optimize for least travel duration. This logic is based upon the resource setup that you have already configured in Dynamics 365 Field Service.You can also collect important pre-service customer information as part of the scheduling request which can provide guidance to service technicians when they visit. This feature is initially supported for onsite service visits only.See alsoEnable customers to self-schedule service appointments in Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/enable-customers-self-schedule-service-visits-through-easily-deployable-web-experience,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/enable-customers-self-schedule-service-visits-through-easily-deployable-web-experience,,,Apr 25 2021,Oct 2021
Optimize service operations,Optimize service operations,Optimize service operations,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/planned-features,,,,,null,null
Enable location sharing and analytics capabilities by default for new organizations,Enable location sharing and analytics capabilities by default for new organizations,<h2>Business Value</h2> <p>By enabling location sharing for new organizations dispatchers can schedule service appointments based on nearby frontline workers; your customers will receive service reminders that include estimated technician arrival times on the service day. This functionality maximizes field service operations while minimizing missed appointments. And by enabling our out-of-the-box analytics and insights you'll have information to help you track and optimize your field service operations.Feature details</p><h2>Feature details</h2> <p>Admins deploying new Field Service organizations will be ready to monitor and optimize their service operations with location sharing and our dashboard analytics and insights included with Dynamics 365 Field Service.Key notes about this functionality:Location sharing and dashboards will be enabled for new organizations only.This update won't impact existing deployments nor organizations in the sovereign cloud.Admins can disable location sharing or the dashboards analytics; for more information see our Field Service documentation.When frontline workers download the Dynamics 365 Field Service mobile app they will get the mobile OS prompts to control how they share their location.For location sharing your data will flow outside your organization's compliance and geographical boundaries. See Microsoft Privacy statement for more information.NoteThis feature is available in the legacy web client only.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/enable-location-sharing-analytics-capabilities-default-new-organizations,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/enable-location-sharing-analytics-capabilities-default-new-organizations,,,-,Oct 2021
New feature spotlight in the Field Service Get Started hub,New feature spotlight in the Field Service Get Started hub,<h2>Business Value</h2> <p>The new feature spotlight in the Field Service Get Started hub makes it easier for admins to learn about new features and continuously transform their field service operations.Feature details</p><h2>Feature details</h2> <p>In 2021 release wave 1 we released the Get Started hub as a place for admins to discover and easily adopt Dynamics 365 Field Service. In 2021 release wave 2 we're updating the spotlight at the top of the Get Started hub with a carousel view that introduces new features along with supporting videos and links to documentation where you can learn more.NoteThis feature is available in the legacy web client only.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/new-feature-spotlight-field-service-get-started-hub,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/new-feature-spotlight-field-service-get-started-hub,,,-,Oct 2021
Resource scheduling,Resource scheduling,Resource scheduling,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/planned-features,,,,,null,null
Resource work hours extensibility,Resource work hours extensibility,<h2>Business Value</h2> <p>Many customers choose to create custom applications to manage work hours calendars. Having a programmatic way to create and update work hours calendars will make it easier to include these capabilities in their experiences. Additionally it will also let customers and partners build integrations with applications such as Dynamics 365 Finance and Supply Chain Management and maintain the same work hours for their resources across multiple different systems.Feature details</p><h2>Feature details</h2> <p>With the new resource work hours extensibility you can use APIs to:Update a resource's work hours. For example a resource works 9 AM to 5 PM Monday through Friday; these hours can be changed to 10 AM to 4 PM with a 1-hour of break at 1 PM on only Mondays and Wednesdays.Delete a resource's work hours. For example a resource has a day off planned for next Monday but as the resource's plan change they can delete the time off.NoteThis feature is available in Unified Interface only.Thank you for your ideaThank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/resource-work-hours-extensibility,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/resource-work-hours-extensibility,,,-,Oct 2021
Improved user experience with new schedule board enhancements,Improved user experience with new schedule board enhancements,<h2>Business Value</h2> <p>The schedule board is a core piece of functionality for service managers and dispatchers. In 2021 release wave 2 we're adding remaining features to the new schedule board to bring feature parity between the old and new schedule boards so the customers can switch over to the new board and experience enhanced productivity through a better user experience.Feature details</p><h2>Feature details</h2> <p>We are bringing the following capabilities to the new schedule board:Find availability functionality for finding the best available resource(s) to schedule jobs which could last from a few minutes to as much as a few months. Single resources (such as accounts contacts users equipment) or multiple resources (such as crews pools facilities) can be scheduled to jobs.Make the settings available on the schedule board tab so users can create and configure their tabs and don't need to switch back to the old schedule board.Custom fields on a work order or requirement can be displayed as a filter on the schedule board and can also be considered while finding the best available resource via custom attributes by using the Universal fetchXML queries.Custom fields on the work order or requirement can be displayed on the booking information or booking alerts that are displayed on hourly view of the new schedule board.Customers can use custom JavaScript methods that can be executed prior to creation or update of the bookable resource booking records on the hourly view of the new schedule board.The schedule board functionality in hourly view can be extended via different client-side extensions such as scripts stylesheets and localization.NoteThis feature is available in Unified Interface only.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/improved-user-experience-new-schedule-board-enhancements,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/service/dynamics365-field-service/improved-user-experience-new-schedule-board-enhancements,,,-,Oct 2021
Finance and Operations,Finance and Operations,Finance and Operations,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,null,null
Dynamics 365 Finance,Dynamics 365 Finance,Dynamics 365 Finance,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/,,,,,null,null
Core financials,Core financials,Core financials,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/planned-features,,,,,null,null
Prevent automatic one-voucher usage in fixed assets,Prevent automatic one-voucher usage in fixed assets,<h2>Business Value</h2> <p>This feature helps ensure that fixed assets don't require or enable multiple transactions in the same voucher in the general ledger. Adding this restriction helps avoid downstream issues that can result when multiple transactions are included on a single voucher.Feature details</p><h2>Feature details</h2> <p>Preventing the automatic use of one-voucher functionality in fixed assets helps ensure that fixed-asset transactions won't use the same voucher number for depreciation adjustments when splitting or disposing of an asset or when recording catch-up depreciation. This also applies to acquisition adjustment transactions when a fixed asset is split.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/prevent-automatic-one-voucher-usage-fixed-assets,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/prevent-automatic-one-voucher-usage-fixed-assets,,,-,Oct 2021
Prevent posting depreciation to the same period twice,Prevent posting depreciation to the same period twice,<h2>Business Value</h2> <p>This feature lets you prevent depreciation from being posted to a period that depreciation has already been posted to.Feature details</p><h2>Feature details</h2> <p>This feature will validate depreciation transactions during posting. The posting process will be stopped if depreciation for the same asset has already been posted for the same period. A message will alert you to that fact and include the asset ID and book ID.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/prevent-posting-depreciation-same-period-twice,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/prevent-posting-depreciation-same-period-twice,,,-,Oct 2021
Create collections activities based on payment predictions,Create collections activities based on payment predictions,<h2>Business Value</h2> <p>Collections process automation can save time by setting up a consistent strategy for your collection process. Customer payment predictions can predict when customers are likely to pay an invoice late. By combining both features you have one more automated tool to reduce the amount of time spent researching customer invoices and determining collection activities that will help your business get paid faster.Feature details</p><h2>Feature details</h2> <p>Customer payment predictions predicts the likelihood that a customer invoice will be paid on time late or very late by assigning a percentage to each invoice. If you know the likelihood of an invoice being paid late the Collections process automation feature can create collections activities for those invoices. You can also set up a threshold or benchmark percentage. Setting a benchmark helps ensure that collections activities are created only for the invoices where the predicted percentage of being paid late is greater than the percentage you set.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/create-collections-activities-based-payment-predictions,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/create-collections-activities-based-payment-predictions,,,Aug 2021,Oct 2021
Display lease ID on fixed asset record,Display lease ID on fixed asset record,<h2>Business Value</h2> <p>By updating the asset record in Fixed assets from a transaction in Asset leasing this feature saves data entry time and helps reduce the possibility of errors by syncing information automatically.Feature details</p><h2>Feature details</h2> <p>This enhancement automatically synchronizes asset IDs in Fixed assets and Asset leasing for fixed assets that were acquired using the initial recognition transaction in Asset leasing. The lease description and lease book are also entered in Fixed assets.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/display-lease-id-fixed-asset-record,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/display-lease-id-fixed-asset-record,,,Aug 2021,Oct 2021
Pass service life from Asset leasing to Fixed assets,Pass service life from Asset leasing to Fixed assets,<h2>Business Value</h2> <p>By updating the service life of a leased asset in Fixed assets this feature helps you maintain compliance with current accounting standards. This feature automates the process of passing service life from asset leasing to an asset book.Feature details</p><h2>Feature details</h2> <p>This enhancement allows the service life of an asset to be added automatically to the asset book in Fixed assets. The service life information is taken from the lease term or the asset useful life whichever is less in Asset leasing. This feature must be enabled in the Feature management workspace.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/pass-service-life-asset-leasing-fixed-assets,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-finance/pass-service-life-asset-leasing-fixed-assets,,,Aug 2021,Oct 2021
