NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult
Modern administration experience for Omnichannel chat and digital messaging,Modern administration experience for Omnichannel chat and digital messaging,<p>With the modern administration experience administrators can easily start the first chat conversation with only a few clicks and see the immediate value of chat conversation powered by Omnichannel for Customer Service. The modern administration experience is intuitive to follow and allows administrators to quickly understand and perform the configuration steps.Feature details<p> <br> <h1>Feature details</h1> <p>Introducing the first-run experience to help administrators automatically set up the chat channel and start the first chat conversation. Also introducing the modern administration experience to guide administrators to set up the end-to-end configurations in Omnichannel for Customer Service.The key highlights of this feature include:First-run experience of chat channel.Streamlined and simplified administration user experience of work stream queue and global setting configurations for digital messaging channels.See alsoGet started with Omnichannel admin center (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/modern-administration-experience-omnichannel-chat-digital-messaging,,,,
Product setup,Product setup,Product setup,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/planned-features,,,,
Troubleshoot Dynamics 365 Customer Service issues with Solution Health Hub,Troubleshoot Dynamics 365 Customer Service issues with Solution Health Hub,<p>Solution Health Hub allows you to get a better picture of the state of your environment and detect issues with your Dynamics 365 environment. The Solution Health Hub runs rules within an instance to validate the environment's configuration which might change over time through natural system operations. Some of the rules are specific to Customer Service and you can run a rule set on demand when you have an issue.Feature details<p> <br> <h1>Feature details</h1> <p>A few common issues that the Solution Health Hub detects are as follows:Processes and workflows that are disabled or are owned by disabled accounts.Rules for creating records automatically are enabled and monitored through an activity monitor.See alsoTroubleshoot Customer Service issues with Solution Health Hub (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/troubleshoot-dynamics-365-customer-service-issues-solution-health-hub,,,,
Service-level agreements,Service-level agreements,Service-level agreements,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/planned-features,,,,
SLA usability improvements and enhancements,SLA usability improvements and enhancements,<p>Service-level agreements (SLAs) help businesses to define the level of service or support that they agree to offer to a customer in Customer Service. The enhancements in SLAs will enable service administrators and customer service agents to serve customers better.Feature details<p> <br> <h1>Feature details</h1> <p>Enhancements to the SLA feature include:Enhanced SLA timer control to show active SLA KPIs for entities that are displayed when users open the respective forms.Improved usability of the Send email via template experience in Power Automate.Display of validation message when the same entity attribute is used for both applicable when and success conditions.See alsoAdd an SLA timer to an SLA-enabled entity (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/sla-usability-improvements-enhancements,,,,
Timeline,Timeline,Timeline,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/planned-features,,,,
Configuration enhancements for timeline in the new form designer,Configuration enhancements for timeline in the new form designer,<p>The timeline configuration experience enables the timeline to show a customers history across cases accounts or contacts. This experience gives administrators the ability to configure the information displayed in each timeline to help agents have the best understanding of the customers history so they can deliver more personalized service.Feature details<p> <br> <h1>Feature details</h1> <p>Administrators need configuration options to enable maximum agent productivity and minimize distractions. In this release the enhancements to the timeline configuration include the ability to:Select default filters to apply on the timeline.Remove unnecessary filters.Visually configure fields and labels on each record type.Each instance of the timeline control can be configured independently.See alsoConfigure mentions in notes and posts on timeline (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/configuration-enhancements-timeline-new-form-designer,,,,
Modern administration experience for auto-post configuration,Modern administration experience for auto-post configuration,<p>The timeline control provides an easy and immersive experience for viewing a customers history across cases accounts or contacts. This experience gives agents a better understanding of the customers history which helps agents deliver more personalized service in an efficient and effective manner.Feature details<p> <br> <h1>Feature details</h1> <p>This feature enables a new auto-post configuration experience in Unified Interface removing the need to use the activity feed in the legacy web client configuration experience. The new experience can be used to configure which activity record type automatically posts information to the timeline.See alsoConfigure auto-post messages to display on the timeline (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/modern-administration-experience-auto-post-configuration,,,,
Usability enhancements for timeline,Usability enhancements for timeline,<p>The timeline control provides an easy and immersive experience to view a customers history across cases accounts or contacts. This experience gives agents a better understanding of the customers history which helps them deliver more personalized service in an efficient and effective manner.Feature details<p> <br> <h1>Feature details</h1> <p>Enhancements to the timeline control include the following:Rich text and embedded image support for user post records.At sign (@mention) functionality in notes.Improved @mention usability.See alsoConfigure mentions in notes and posts on timeline (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/usability-enhancements-timeline,,,,
Status reason filter for timeline,Status reason filter for timeline,<p>The timeline control provides an easy and immersive experience to view a customers history across cases accounts or contacts. Filters provide agents with the ability to quickly adjust what data they see in the timeline. Multiple filters can be applied at the same time to ensure agents can always find what they are looking for.Feature details<p> <br> <h1>Feature details</h1> <p>The status reason filter is added for this release. Status reason give you another level of granularity when filtering activities. A common use for the status reason filter will be to quickly view all the draft emails on a timeline.See alsoConfigure timeline (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/usability-enhancement-timeline,,,,
Unified routing,Unified routing,Unified routing,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/planned-features,,,,
Dynamic assignment rules based on record values,Dynamic assignment rules based on record values,<p>Assignment rules for queues determine how work items can be assigned to available agents. Custom assignment rules can be configured according to the business requirements. Dynamic assignment rules simplify the assignment scenarios by allowing for comparisons between the assignment parameters and incoming work item fields.Feature details<p> <br> <h1>Feature details</h1> <p>An assignment rule represents a set of conditions that is used to filter agents and sort them after they match the criteria. During runtime the assignment rule on the top is evaluated first.The dynamic assignment rules help assign work items to the best-suited agent by matching the work item requirements against the corresponding agents capabilities dynamically. For example if a rule has the condition preferred customer type equals conversation contact membership level then in this rule the preferred customer type of every agent will be matched against the dynamically calculated membership level of the customer associated with the work item. Dynamic matching reduces the effort of having to write and maintain multiple static rules for each permutation and combination of the possible values.See alsoHow assignment rulesets work (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/dynamic-assignment-rules-based-record-values,,,,
Intelligent routing and assignment for entities and channels,Intelligent routing and assignment for entities and channels,<p>Organizations typically use queue-based routing where incoming service requests are routed to a relevant queue and agents work on service requests picked from the queue. This can be error-prone inefficient and necessitate continuous queue supervision. Intelligent routing and assignment capabilities leverage rule-based and machine learning classification to ensure incoming work items are routed to the best-suited worker or queue.Feature details<p> <br> <h1>Feature details</h1> <p>The intelligent routing and assignment services use a combination of artificial intelligent models and rules to assign incoming service requests from all channels including cases chat digital messages and custom entities. The consistent engine ensures agent work is accurately accounted for regardless of the channel it is coming from. The service works alongside the legacy routing and can offer operational efficiencies for organizations by eliminating the need for constant queue supervision and manual work distribution.See alsoOverview of unified routing (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/intelligent-routing-assignment-entities-channels,,,,
Intelligent skill finder for improved classification,Intelligent skill finder for improved classification,<p>In addition to rule-based classification intelligence can be used to add information such as the skills needed for a particular work item. Intelligent skill finder provides this capability for administrators to use machine learning instead of creating custom models.Feature details<p> <br> <h1>Feature details</h1> <p>Intelligent skill finder is one of the machine learning model-based classification rules. These rules can be used to attach skills to the work item using the AI Builder text classification. Administrators start by training the model using data from an existing entity or uploading a training data set. Once approved the text or tag pairs are used to train the classification model customized to that organization. Once trained classification rules can be created to configure which work item attributes are sent to the trained and published model. When the rule is executed the inputs are sent to the model and the returned tags are attached as skills on the work item. The resulting skills are shown with a lightbulb icon and confidence score to show the users they were stamped using AI.See alsoSet up intelligent skill finder model (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/intelligent-skill-finder-improved-classification,,,,
Modern authoring experience for classification and assignment rules,Modern authoring experience for classification and assignment rules,<p>Routing rules are complex and can be tedious to author and manage. An improved user experience helps simplify the classification and work assignment rules used in routing.Feature details<p> <br> <h1>Feature details</h1> <p>The improved authoring experience makes it easy for users to create update and organize routing rules across the classification and assignment stages. Simplified tabular views and the ability to quickly and easily edit rules inline help organizations ensure that work items are being routed correctly across their business.See alsoConfigure work classification rules (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/modern-authoring-experience-classification-assignment-rules,,,,
Out-of-the-box assignment strategies including round robin and highest capacity,Out-of-the-box assignment strategies including round robin and highest capacity,<p>Assignment methods determine how work items will be assigned to available agents and can be customized to a particular queue. Common patterns are provided out of the box to help users quickly configure assignment without having to create custom rules.Feature details<p> <br> <h1>Feature details</h1> <p>Users can start with the standard assignment strategies provided out of the box like round robin or highest capacity. These preconfigured options come with prioritization and assignment rules configured automatically simplifying the creation and management of the assignment stage. Custom assignment methods are also available allowing users to create priority and assignment rules based on a variety of parameters.A few provided assignment strategies are as follows:Highest capacity: Incoming work items are assigned to an agent who has the maximum available capacity the ones who have the skills identified during the classification stage and ones who have the presence as specified in the allowed presence of the workstream.Round robin: Incoming chats are assigned to the agent in a list order starting with the first agent on the list among those who have the skills identified during the classification stage and who have the presence as specified in the allowed presence of the workstream.See alsoTypes of assignment methods (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/out-of-box-assignment-strategies-including-round-robin-highest-capacity,,,,
Prioritization rules for work items used in agent assignment,Prioritization rules for work items used in agent assignment,<p>As part of the assignment stage work items might have different properties that determine which order they need to be assigned in. Specifying prioritization rules will ensure work items coming into the queue are assigned in the correct order.Feature details<p> <br> <h1>Feature details</h1> <p>Prioritization rule set is an ordered list of rules that helps ensure incoming work items are assigned in the correct order. Every prioritization rule represents a priority bucket in the queue. In a prioritization rule you can specify a set of conditions and 'order by' attributes. During evaluation the prioritization rules will be run in the order they are listed. For the first prioritization rule the work items in the queue that match its conditions will be put in the same priority bucket. In that bucket the items will be further sorted by the order specified in the prioritization rule. The second rule will run on the rest of the items in the queue to identify the next priority bucket and sort that bucket by the 'order by' attribute and so on.See alsoCreate an assignment method (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/prioritization-rules-work-items-used-agent-assignment,,,,
Support for rule-based classification using attributes and related entities,Support for rule-based classification using attributes and related entities,<p>Incoming service requests don't always have sufficient information included to route the work item correctly. Classification rules allow organizations to update the work item with details like skills issue severity support center and language.Feature details<p> <br> <h1>Feature details</h1> <p>Classification rules configured at the workstream level help ensure that the work item has all the required information to be assigned to the best-suited agent. Classification rules to update work item attributes and attach skills to the work item can be done manually or automatically via machine learning. Create conditions to define rules based on multiple entity attributes.See alsoConfigure work classification rulesets (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-customer-service/support-rule-based-classification-using-attributes-related-entities,,,,
Dynamics 365 Field Service,Dynamics 365 Field Service,Dynamics 365 Field Service,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/,,,,
End-customer engagement,End-customer engagement,End-customer engagement,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/planned-features,,,,
Track my technician,Track my technician,<p>Improve your customer experience by providing visibility into upcoming service visits. Automated service visit reminders will ensure customers are ready and available when the technician arrives eliminating wasted trips due to customer unavailability. Real-time location tracking while the technician is on the way helps your customers better plan their day around a service visit.Feature details<p> <br> <h1>Feature details</h1> <p>This feature will be delivered with the following capabilities:Automated service schedule reminders and notifications of service time changes are sent to your customers via email and SMS.On the day of service send a notification informing your customer of the technician's estimated arrival time with ability to track the technician's progress to the destination in real time.Responsive user interface hosted on Power Apps portals provides easy access from any customer device.See alsoSend current technician location and arrival times to your customers with Dynamics 365 Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/modernize-customer-experience-technician-location-tracking-direct-customer-feedback,,,,
Customer satisfaction survey integrated with Field Service customer experience portal,Customer satisfaction survey integrated with Field Service customer experience portal,<p>Direct customer feedback following a service visit will drive insights and improvements within your field service organization and technician workforce.Feature details<p> <br> <h1>Feature details</h1> <p>This feature will allow administrators to easily embed a Dynamics 365 Customer Voice survey into their Field Service customer experience portal as part of the Track my technician experience. The survey will be offered to customers as a natural step in their booking lifecycle following a completed service visit. Survey results are tied back to the completed booking providing insights that can be correlated to actions taken during that service visit.NoteThis feature is available in Unified Interface only.See alsoField Service customer portal survey (preview) (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/customer-satisfaction-survey-integrated-field-service-customer-experience-portal,,,,
Self-service scheduling for your customers,Self-service scheduling for your customers,<p>Improve your customers' scheduling experiences by providing flexibility to schedule on their own time directly from their devices. This will provide your customers a more personalized experience reducing scheduling errors and rescheduling events. Reduce your organization's back-office costs by reducing scheduling call volume freeing up resources to focus on customer service.Feature details<p> <br> <h1>Feature details</h1> <p>This new experience will be enabled with the following key features:Self-schedule from any device with a responsive customer-focused interface hosted on Power Apps portals.Customers gain access via direct invitations that can be automatically sent to your current or new customers.Apply themes and branding to the experience to match your own company styles giving a consistent look and feel across your own web properties.When customers schedule the experience will offer available time slots based on real-time resource availability location and skills.Collect important preservice customer information as part of the scheduling request.Fast solution deployment so you can quickly empower your customers.NoteThis feature is available in Unified Interface only.See alsoEnable customers to self-schedule service appointments in Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/self-service-scheduling-customers,,,,
Proactive service delivery,Proactive service delivery,Proactive service delivery,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/planned-features,,,,
Collaborate within Dynamics 365 using Microsoft Teams,Collaborate within Dynamics 365 using Microsoft Teams,<p>Embedded Microsoft Teams collaboration allows users to collaborate within the Dynamics 365 workspace and link conversations to work orders. With this embedded functionality all stakeholders involved in the service process can collaborate with full context.Feature details<p> <br> <h1>Feature details</h1> <p>Throughout the service journey stakeholders across the organization are constantly collaborating.For example a customer service representative might have collaborated with a product expert when the case was first created which would be essential information for the technician to help ensure a first-time fix. A sales account representative might remind the service department of an open opportunity the sales team is trying to close. You can now share the critical contextual conversations and collaboration within work orders to ensure an optimal outcome.Dispatchers asset managers and other field service stakeholders can link existing conversations or initiate new ones such as informing the scheduled technician of new information about the service.If your organization allows for Microsoft Teams collaboration with customers they can collaborate on work orders too.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/collaborate-within-dynamics-365-using-teams,,,,
Additional Field Service enhancements,Additional Field Service enhancements,<p><p> <br> <h1>Feature details</h1> <p>As part of 2021 release wave 1 for Field Service we've added a number of important improvements that are narrower in scope:The tax code fields on the work order and other records have been required until now. This added complexity to Field Service implementations. To simplify we've added a &quot;Calculate Tax&quot; toggle in Field Service settings to allow customers to enable the Field Service tax calculation logic when it makes sense. By default starting in this wave our tax calculation logic will be disabled by default.Many of our customers take advantage of the Field Service incident type capability. Incident type is a powerful capability that allows customers to scope work orders with a high level of detail (quickly adding products services tasks skills knowledge and more). With this wave we're adding the ability for administrators with incident type creation privileges to quickly create a new incident type from a work order. When an organization creates a work order that represents a common scope of work an administrator can select an option to use that work order as a model from which to create an incident type for future use.NoteThis feature is available in Unified Interface only.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/additional-field-service-enhancements,,,,
Field Service mapping features are enabled by default for new organizations,Field Service mapping features are enabled by default for new organizations,<p>Admins spend a significant part of their time configuring Field Service features to ensure their project has the best possible experience. With this new experience admins will find many of the most used features enabled by default reducing effort and configuration time and increasing time to provide value for their projects.Feature details<p> <br> <h1>Feature details</h1> <p>This new experience will enable Bing Maps so the following features are available by default for new deployments:Inline maps with links for driving directions.Address recommendations.Auto geocoding addresses.NoteBing Maps settings for existing organizations will not be updated and admins can disable this feature.NoteThis feature is available in Unified Interface only.See alsoConnect to maps (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/field-service-mapping-features-are-enabled-default,,,,
First-run experience to get started setting up Field Service,First-run experience to get started setting up Field Service,<p>Improved Field Service getting started process helps admins set up new environments quickly.Feature details<p> <br> <h1>Feature details</h1> <p>Field Service is shipping a new feature to help admins get started. From the improved getting started experience you will be able to provision your frontline workers service accounts and then create and schedule work orders. Additionally we provide inline access to our Field Service documentation release plans community and ideas forum in case you want to learn more see upcoming feature work or submit product ideas.NoteThis feature is available in Unified Interface only.See alsoGet started with Dynamics 365 Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/first-run-experience-get-started-setting-up-field-service,,,,
Simplify frontline worker setup,Simplify frontline worker setup,<p>Frontline worker setup is critical to field service management. With this functionality admins can provision new frontline workers into Dynamics 365 Field Service with one single form. Additionally this reduces the time it takes for admins to complete this process and allows frontline workers to receive quicker access to the Dynamics 365 Field Service mobile app.Feature details<p> <br> <h1>Feature details</h1> <p>This new experience will be enabled with the following features:Streamlined setup for one or more frontline workers into Dynamics 365 Field Service through a single form.Default security role field security profile and mobile offline profile for frontline workers.Frontline workers will automatically receive an email to download the Dynamics 365 Field Service mobile app.NoteThis feature is available in Unified Interface only.See alsoSet up your frontline workers (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/simplify-first-line-worker-setup,,,,
Simplify work order adoption,Simplify work order adoption,<p>Work order setup and management is at the heart of any field service implementation. With this functionality customers will be able to get started and self-navigate when trying to use the system to create their first work order accelerating their ability to start using Field Service.Feature details<p> <br> <h1>Feature details</h1> <p>In this feature we will release a curated self-guided adoption experience to create a work order which also helps users understand some key elements of the Field Service solution while in the app. The guided experience will include the following components:Work order typesProducts and servicesPricelistsTax codesService task typesIncident typesWork orders and work order subrecordsNoteThis feature is available in Unified Interface only.See alsoCreate a work order to coordinate and schedule resources and activities (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/simplify-work-order-adoption,,,,
Capture work order resolution details,Capture work order resolution details,<p>It's critical for organizations to be able to report on how work orders are resolved for different reasons including traceability or chargeability. This increases customer visibility into how work is resolved and provides data for the system to begin providing meaningful resolution suggestions.Feature details<p> <br> <h1>Feature details</h1> <p>Work order resolution allows organizations to track how customer issues are actively resolved at the work order and work order incident level by capturing details on how an issue is resolved. Each work order and work order incident represents a scope of work that could have a number of resolution actions paving the way for future analytics and insights so that field service managers can better understand customer work orders and incident trends. This increases customer visibility into how work is resolved and provides key insights into how previous work had been resolved as a means for technician preparation ensuring parts and skills are available to get the work resolved the first time.NoteThis feature is available in Unified Interface only.See alsoCapture work order resolution details in Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/capture-work-order-resolution-details,,,,
Improved service account address usability,Improved service account address usability,<p>Service accounts capture the Field Service customer which sits at the center of any field service project. Address recommendations from Bing Maps will help the admin quickly populate the account address reducing the capacity for data entry errors.Feature details<p> <br> <h1>Feature details</h1> <p>Field Service users can quickly enter account service addresses using Bing Maps address recommendations with an inline map to ensure accuracy and reduce data entry errors.  Additionally the address fields will be combined making it easier to read complete addresses.This new experience will be enabled on the work order form account form and account quick-create visible both in the Field Service web and mobile apps.NoteThe Field Service resource role by default has read privileges and cannot edit addresses so they will see the new merged address but not the new edit with location recommendations.NoteThis feature is available in Unified Interface only.See alsoEnable address suggestions (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/improve-service-account-address-usability,,,,
Scheduling,Scheduling,Scheduling,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/planned-features,,,,
Enhancements to the embedded optimizer within schedule board,Enhancements to the embedded optimizer within schedule board,<p>The embedded optimizer was released as a preview in October in the 2020 release wave 2. In this release we will enhance it with new capabilities to improve dispatcher productivity reducing the time it takes to perform daily activities.Feature details<p> <br> <h1>Feature details</h1> <p>Increases schedulers productivity and reduces avoidable scheduling errors.Provides ability to apply the scheduling business objective from the schedule board before the dispatcher executes a scheduling task (suggestion or direct booking). This enables the user to manage intraday needs to reschedule or reassign work orders with objectives different than the default out of the box.Enables dispatchers to work across multiple schedule board tabs simultaneously without having to wait for results to be rendered.NoteThis feature is available in Unified Interface only.See alsoAutomatic scheduling with optimization goals (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/enhancements-embedded-optimizer-within-schedule-board,,,,
Appointments data included in resource scheduling,Appointments data included in resource scheduling,<p>With this feature Microsoft Dataverse appointments are included directly in resource scheduling so there is no longer any need to have bookings automatically created for appointments and to face the issue of changes in one not reflecting in the other.Note that Dataverse appointments might include manually tracked Outlook appointments through existing Microsoft Power Platform server-side synchronization functionality. Currently Outlook availability information is not considered in scheduling which means that schedulers have to switch between two separate tools (Outlook and Dynamics 365) to get a complete view of availability. It also increases the risk of scheduling errors and time lost in rescheduling avoidable mistakes. Including Outlook data in resource scheduling increases schedulers productivity and reduces avoidable scheduling errors. Outlook data will need to be manually tracked to Dynamics 365 first so it appears in the Dataverse appointment record.Feature details<p> <br> <h1>Feature details</h1> <p>With this feature resource scheduling operations take the Microsoft Dataverse appointments in conjunction with bookings to provide availability during the scheduling process. This includes the new schedule board view to reflect the appointments in addition to bookings.Outlook appointments must be manually tracked to Dynamics 365 first so they appear in the Dataverse appointment record.Appointments will show in read-only mode on the new schedule board. Scheduling operations will consider appointments as location-agnostic.NoteThis feature is available in Unified Interface only.See alsoAppointments included in resource scheduling (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/appointments-data-included-resource-scheduling,,,,
Map view and weekly and monthly view support in new schedule board,Map view and weekly and monthly view support in new schedule board,<p>We bring the critical feature functions from the legacy schedule board to the new schedule board made generally available with the 2020 wave 2 release. With these updates dispatchers can manage their technicians' schedules without having to switch between previous and new schedule boards. The new schedule board has an enhanced user experience and embedded optimization capabilities for a better scheduling experience driving dispatcher productivity while meeting business objectives.Feature details<p> <br> <h1>Feature details</h1> <p>This functionality will be enabled with the following key features:Map view: Dispatchers can use the map view to see unscheduled work orders scheduled bookings technician locations or routes and organizational units and to schedule work orders for eligible technicians.Weekly and monthly views: Dispatchers can view bookings in the weekly and monthly views and schedule eligible technicians.Along with these updates we will release enhancements on the resource informational cards such as editing multiday booking experiences.NoteThis feature is available in Unified Interface only.See alsoMap view of requirements and resources (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/map-view-weekly-monthly-view-support-new-schedule-board,,,,
Technician success,Technician success,Technician success,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/planned-features,,,,
Knowledge management articles to enhance technician productivity,Knowledge management articles to enhance technician productivity,<p>By embedding knowledge management into field service processes technicians can reliably resolve work orders and install assets the first time. This increases customer satisfaction and reduces cost by avoiding follow-up visits.Feature details<p> <br> <h1>Feature details</h1> <p>This new experience will be enabled with the following key features:Author and link knowledge articles to work orders enabling technicians to fix issues and install assets properly the first time.Leverage articles online or offline through the new Field Service (Dynamics 365) mobile app.Knowledge articles are associated down to the work order through the natural work order creation process as users associate incident types customer assets products or cases without any thought or effort by the user creating the work order regardless of the process through which the work order was created.NoteThis feature is available in Unified Interface only.See alsoKnowledge management in Dynamics 365 Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/knowledge-management-articles-enhance-technician-productivity,,,,
Enhanced inspections with ad hoc inspection support,Enhanced inspections with ad hoc inspection support,<p><p> <br> <h1>Feature details</h1> <p>Inspections are essential to understand the state of assets and systems within your organization. We will enhance our inspection capabilities by:Adding the ability to perform ad hoc inspections on assets even if they aren't tied to a work order.Supporting multiple languages for an inspection enabling technicians to be more efficient by completing inspections in their preferred language.Adding the ability to export inspection responses as a PDF.NoteThis feature is available in Unified Interface only.See alsoAdvanced options for inspections in Dynamics 365 Field Service (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/service/dynamics365-field-service/enhanced-inspections-ad-hoc-inspection-support,,,,
Finance and Operations,Finance and Operations,Finance and Operations,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/,,,,
Dynamics 365 Finance,Dynamics 365 Finance,Dynamics 365 Finance,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/finance-operations/dynamics365-finance/,,,,
Core financials,Core financials,Core financials,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/finance-operations/dynamics365-finance/planned-features,,,,
Adjustment wizard for asset leases,Adjustment wizard for asset leases,<p>This feature streamlines the adjustment process for parent leases and helps prevent errors by automatically calculating the effect of the adjustment. The adjustment wizard also provides transparency into the adjustment entry by letting you preview the adjustment before its posted.Feature details<p> <br> <h1>Feature details</h1> <p>The adjustment wizard lets you select a lease to adjust update the financial information and then preview the adjustment entry and other key financial information before processing the adjustment. The lease adjustment process includes workflow capabilities to implement any needed approval steps before adjusting a lease.  You can preview the carrying values of the right-of-use asset lease liability and the adjustment journal entry before finalizing the lease adjustment. The adjust book function will remain the same because this feature is used for adjusting only parent leases and their associated books.See alsoAdjust leases (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/finance-operations/dynamics365-finance/adjustment-wizard-asset-leases,,,,
Advanced Bank Reconciliation statement end date can be same as start date for subsequent bank statement,Advanced Bank Reconciliation statement end date can be same as start date for subsequent bank statement,<p>This lets you set the end date of one statement to be the exact same point in time as the start of the next statement. This change gives you more flexibility for making the statements that are imported into Dynamics 365 Finance match the time frame that your bank might use to generate daily statements.Feature details<p> <br> <h1>Feature details</h1> <p>This enhancement lets you set the range for one statement as for example midnight on January 2 to midnight on January 3 and for the next statement from midnight on January 3 to midnight on January 4. The feature allows the end point for one statement to overlap the starting point of the next days statement.See alsoBank statement file import troubleshooting (docs)Bank reconciliations (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/finance-operations/dynamics365-finance/advanced-bank-reconciliation-statement-end-date-be-same-as-start-date-subsequent-bank-statement,,,,
Budget plan narrative,Budget plan narrative,<p>Sometimes it's necessary to include a description or a revenue summary in a budget plan. The budget plan narrative feature helps you add information to budget documents that helps budget managers accountants bankers and other stakeholders understand the reasoning and data that a budget plan is based on.Feature details<p> <br> <h1>Feature details</h1> <p>This feature will enable budget planners to document considerations that went into creating the budget plan using a rich text HTML editor. Planners can create new content in the control which includes the ability change fonts format text and check spelling. They also can add content that was formatted in another editor such as Word. The information entered here will be available for use in a budget plan narrative report.See alsoBudget plan narrative (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/finance-operations/dynamics365-finance/budget-plan-narrative,,,,
